trial_count,FBDuration,c_dis,context,response,rt,state,stim,trial_count,ts,rep_resp,switch,con_shape,con_orient,subj_switch,correct
150,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.47240710258483887,1,"(1, 3)",150,1,False,False,False,True,False,True
151,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.6259908676147461,1,"(1, 2)",151,1,False,False,False,True,False,True
152,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.5543420314788818,1,"(0, 2)",152,1,True,False,False,True,False,True
153,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.48856210708618164,1,"(0, 2)",153,1,True,False,False,True,False,True
154,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,1.0319910049438477,1,"(1, 3)",154,1,False,False,True,False,True,False
155,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.7524700164794922,1,"(0, 3)",155,1,False,False,False,True,True,True
156,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.7875480651855469,1,"(0, 3)",156,1,True,False,False,True,False,True
157,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.556394100189209,1,"(1, 3)",157,1,True,False,False,True,False,True
158,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.8983139991760254,1,"(1, 3)",158,1,True,False,False,True,False,True
159,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,1.0087039470672607,1,"(1, 3)",159,1,True,False,False,True,False,True
160,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,1.205113172531128,1,"(0, 3)",160,1,False,False,False,False,False,False
161,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.8095588684082031,1,"(1, 3)",161,1,False,False,False,True,False,True
162,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.6158158779144287,1,"(0, 3)",162,1,True,False,False,True,False,True
