trial_count,FBDuration,c_dis,context,response,rt,state,stim,trial_count,ts,rep_resp,switch,con_shape,con_orient,subj_switch,correct,ts0_posterior_ignore,ts0_posterior_single,ts0_posterior_optimal,smoothed_ts0_ignore,smoothed_ts0_single,smoothed_ts0_optimal,smoothed_context
66,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.42053699493408203,1,"(1, 3)",66,1,True,False,False,True,False,True,0.10052719154610551,0.012265722271562569,0.014012605500699613,0.12544552929302824,0.01740004467066586,0.02326578141285951,0.4586379502233331
67,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.6330430507659912,1,"(1, 3)",67,1,True,False,False,True,False,True,0.10052719154610551,0.012265722271562569,0.013791431111729362,0.11298636041956688,0.014832883471114215,0.018528606262294436,0.47931897511166655
68,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.42126893997192383,1,"(1, 3)",68,1,True,False,False,True,False,True,0.044449546858264494,0.005142002709015806,0.005776500446475073,0.07871795363891568,0.00998744309006501,0.012152553354384754,0.5896594875558332
69,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.5808000564575195,1,"(1, 2)",69,1,False,False,False,True,False,True,0.39215181336301785,0.06688830997225197,0.07009853256715526,0.23543488350096675,0.03843787653115849,0.041125542960770006,0.34482974377791664
71,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,1,0.7090311050415039,1,"(1, 2)",71,1,False,False,True,False,True,False,0.8994728084538944,0.498539002263731,0.6233243765711719,0.5674538459774305,0.2684884393974447,0.33222495976597094,-0.07758512811104168
72,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.6092162132263184,0,"(1, 3)",72,0,True,True,True,False,False,True,0.8994728084538944,0.498539002263731,0.9302971840495764,0.7334633272156625,0.3835137208305879,0.6312610719077737,-0.28879256405552084
73,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,0,0.52152419090271,0,"(0, 3)",73,0,False,False,True,False,False,True,0.9555504531417355,0.7048930425445474,0.9914905838611494,0.844506890178699,0.5442033816875677,0.8113758278844616,-0.4943962820277604
74,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.6023881435394287,0,"(1, 3)",74,0,False,False,True,False,False,True,0.6078481866369821,0.933111690027748,0.9283788680686151,0.7261775384078406,0.7386575358576578,0.8698773479765384,-0.29719814101388026
75,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.460582971572876,0,"(1, 3)",75,0,True,False,True,False,False,True,0.39215181336301785,0.8530779137454413,0.7755994245407559,0.5591646758854292,0.7958677248015495,0.8227383862586471,-0.09859907050694008
76,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.5589301586151123,0,"(0, 2)",76,0,False,False,False,True,True,False,0.21168000944053236,0.7073185337505506,0.4090275668177723,0.38542234266298075,0.75159312927605,0.6158829765382097,0.10070046474652998
77,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,0,0.8068490028381348,0,"(0, 2)",77,0,False,False,True,False,True,True,0.9555504531417355,0.9948579972909842,0.9412953817710284,0.6704863979023581,0.8732255632835171,0.7785891791546191,-0.29964976762673506
78,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.77907395362854,0,"(0, 2)",78,0,True,False,True,False,False,True,0.7883199905594676,0.9710287725511645,0.9557839847124224,0.7294031942309128,0.9221271679173408,0.8671865819335207,-0.2998248838133676
79,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,0,0.500891923904419,0,"(0, 3)",79,0,True,False,True,False,False,True,0.9555504531417355,0.9948579972909842,0.9927695599261112,0.8424768236863241,0.9584925826041626,0.929978070929816,-0.4999124419066838
80,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5574619770050049,0,"(1, 3)",80,0,False,False,True,False,False,True,0.6078481866369821,0.933111690027748,0.9290917342825324,0.7251625051616531,0.9458021363159552,0.9295349026061742,-0.29995622095334196
81,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,0,0.4925680160522461,0,"(0, 2)",81,0,False,False,True,False,False,True,0.981006551342516,0.9978533752089411,0.9964145281035882,0.8530845282520846,0.9718277557624482,0.9629747153548812,-0.599978110476671
82,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5335400104522705,0,"(1, 2)",82,0,False,False,True,False,False,True,0.39215181336301785,0.8530779137454413,0.8490893126360294,0.6226181708075512,0.9124528347539447,0.9060320139954553,-0.24998905523833548
83,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.6373789310455322,0,"(1, 2)",83,0,True,False,True,False,False,True,0.6078481866369821,0.933111690027748,0.8454957964577329,0.6152331787222667,0.9227822623908464,0.8757639052265941,-0.17499452761916778
84,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5354630947113037,0,"(1, 3)",84,0,True,False,True,False,False,True,0.7883199905594676,0.9710287725511645,0.9282170145726768,0.7017765846408671,0.9469055174710055,0.9019904598996354,-0.23749726380958391
85,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.4318208694458008,0,"(1, 3)",85,0,True,False,True,False,False,True,0.8994728084538944,0.9877342777284374,0.9795454568473029,0.8006246965473808,0.9673198975997215,0.9407679583734692,-0.36874863190479196
86,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.4012720584869385,0,"(1, 2)",86,0,True,False,True,False,False,True,0.8994728084538944,0.9877342777284374,0.9854957932258429,0.8500487525006376,0.9775270876640794,0.9631318757996561,-0.43437431595239595
87,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.8199501037597656,0,"(0, 3)",87,0,False,False,True,False,False,True,0.8994728084538944,0.9877342777284374,0.9861544303936202,0.874760780477266,0.9826306826962583,0.9746431530966382,-0.467187157976198
88,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.4228248596191406,0,"(0, 3)",88,0,True,False,True,False,False,True,0.8994728084538944,0.9877342777284374,0.9862269544717289,0.8871167944655802,0.9851824802123479,0.9804350537841835,-0.48359357898809896
89,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.921746015548706,0,"(1, 2)",89,0,False,False,True,False,False,True,0.6078481866369821,0.933111690027748,0.9254393927724714,0.7474824905512811,0.9591470851200479,0.9529372232783275,-0.2917967894940495
90,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.7290248870849609,0,"(1, 3)",90,0,False,False,False,True,True,False,0.21168000944053236,0.7073185337505506,0.5856515003981227,0.47958124999590673,0.8332328094352992,0.7692943618382251,0.00410160525297526
91,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.7946169376373291,1,"(0, 3)",91,1,True,True,False,True,False,True,0.044449546858264494,0.2951069574554525,0.057751888859385606,0.2620153984270856,0.5641698834453759,0.41352312534880536,0.3520508026264876
92,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.7254040241241455,1,"(1, 3)",92,1,True,False,False,True,False,True,0.39215181336301785,0.06688830997225197,0.09948271620265521,0.3270836058950517,0.3155290967088139,0.2565029207757303,0.22602540131324383
93,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.5736150741577148,1,"(0, 2)",93,1,False,False,False,True,False,True,0.6078481866369821,0.14692208625455871,0.2533399747156831,0.4674658962660169,0.2312255914816863,0.2549214477457067,0.06301270065662187
94,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,3,0.5662519931793213,1,"(1, 3)",94,1,False,False,False,True,False,True,0.018993448657483984,0.002146624791058985,0.008333599387895149,0.24322967246175045,0.11668610813637265,0.1316275235668009,0.4815063503283109
95,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.7820658683776855,1,"(0, 3)",95,1,True,False,False,True,False,True,0.044449546858264494,0.005142002709015806,0.005523626939040095,0.14383960966000747,0.06091405542269423,0.0685755752529205,0.5907531751641555
96,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.6377599239349365,1,"(0, 2)",96,1,False,False,False,True,False,True,0.39215181336301785,0.06688830997225197,0.06995777223072883,0.2679957115115127,0.0639011826974731,0.06926667374182466,0.3453765875820778
97,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,3,0.6367580890655518,1,"(1, 3)",97,1,False,False,False,True,False,True,0.012336726208602404,0.0013859456067248715,0.002302822564156705,0.14016621886005753,0.032643564152098986,0.03578474815299068,0.6726882937910389
98,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,1,1.0237700939178467,1,"(1, 2)",98,1,False,False,True,False,True,False,0.8994728084538944,0.498539002263731,0.5036149330725032,0.519819513656976,0.265591283207915,0.26969984061274693,0.08634414689551945
99,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.8036799430847168,1,"(1, 3)",99,1,False,False,False,True,True,True,0.21168000944053236,0.028971227448835405,0.2136168038175306,0.36574976154875416,0.1472812553283752,0.24165832221513878,0.19317207344775975
100,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,1.0223109722137451,1,"(1, 2)",100,1,False,False,False,True,False,True,0.044449546858264494,0.005142002709015806,0.01698945244197895,0.20509965420350934,0.07621162901869549,0.12932388732855887,0.44658603672387986
